Start Calendar Date,Start Standard Time,Cad Agency Identifier,Measure By Cad Event Type Cad Event Type Code,Cad Event Type Case Number,Cad Event Type,Cad Event Number,Udo Event Location Full Street Address,Udosam Neighborhood,Latitude,Longitude
2015-02-26T00:00:00,06:54:54 PM,BPD,TS,201,TRAFFIC STOP,P150101506,520 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-26T00:00:00,06:58:42 PM,BPD,CD19,201,Walk and Talk,P150101514,330 BOWDOIN ST,Dorchester,42.30828844165933,-71.06488699673667
2015-02-26T00:00:00,07:02:39 PM,BPD,CD9,201,Station Assignment,P150101528,330 BOWDOIN ST,Dorchester,42.30828844165933,-71.06488699673667
2015-02-26T00:00:00,07:07:41 PM,BPD,ALARM,201,ALARM,P150101548,150 AMERICAN LEGION HWY,Mattapan,42.267262299816366,-71.09459831915626
2015-02-26T00:00:00,07:16:44 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150101566,82 AMERICAN LEGION HWY,Mattapan,42.267262299816366,-71.09459831915626
2015-02-26T00:00:00,07:18:55 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150100234,55 BROOKLEDGE ST,Roxbury,44.80939086900048,-65.16763099999963
2015-02-26T00:00:00,07:24:23 AM,BPD,ALARM,201,ALARM,P150100235,20 ASHBURTON PL,Boston,42.35908198264849,-71.06255983366856
2015-02-26T00:00:00,07:29:32 PM,BPD,AB,201,ASSAULT AND BATTERY,P150101579,30 BROWNING AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-26T00:00:00,07:45:05 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150101604,1333 BLUE HILL AVE,Mattapan,42.27860892466322,-71.09344559513727
2015-02-26T00:00:00,07:51:42 AM,BPD,CD8,,School Crossing,P150100279,50 BUNKER HILL ST,Charlestown,42.376730569861024,-71.05699093298438
2015-02-26T00:00:00,07:59:50 PM,BPD,CD19,201,Walk and Talk,P150101632,177 BUNKER HILL ST,Charlestown,42.37859996991375,-71.06137849951733
2015-02-26T00:00:00,08:03:12 AM,BPD,ALARM,201,ALARM,P150100295,60 CANAL ST,Boston,42.36392103313028,-71.05944710739726
2015-02-26T00:00:00,08:06:48 PM,BPD,ALARM,201,ALARM,P150101647,11 BEARSE AVE,Dorchester,42.27103497648409,-71.06356462370758
2015-02-26T00:00:00,08:13:00 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150100307,130 AUCKLAND ST,Dorchester,42.31015264003338,-71.05679496801253
2015-02-26T00:00:00,08:19:19 PM,BPD,ALARM,201,ALARM,P150101667,150 AMERICAN LEGION HWY,Mattapan,42.267262299816366,-71.09459831915626
2015-02-26T00:00:00,08:22:10 AM,BPD,CD19,201,Walk and Talk,P150100329,5 ALLSTATE RD,Dorchester,42.32542351418493,-71.06381760839508
2015-02-26T00:00:00,08:35:17 PM,BPD,CD19,201,Walk and Talk,P150101691,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-02-26T00:00:00,08:37:47 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150100348,300 BREMEN ST,East Boston,42.37611927008936,-71.03053298091152
2015-02-26T00:00:00,08:54:34 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150100370,500 ATLANTIC AVE,Boston,42.35420322170239,-71.052397860572
2015-02-26T00:00:00,08:54:53 PM,BPD,UNK,201,UNKNOWN PROBLEM,P150101726,2 BROWN TER,Jamaica Plain,42.31184879828453,-71.11356674061176
2015-02-26T00:00:00,09:02:01 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150101734,330 BOWDOIN ST,Dorchester,42.30828844165933,-71.06488699673667
2015-02-26T00:00:00,09:05:35 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150101740,38 ABBOTSFORD ST,Roxbury,44.80939086900048,-65.16763099999963
2015-02-26T00:00:00,09:06:53 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150100400,384 BEECH ST,Roslindale,42.27785418032727,-71.13624479895748
2015-02-26T00:00:00,09:19:56 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150100419,64 ARLINGTON ST,Hyde Park,42.260515796268066,-71.11718029663257
2015-02-26T00:00:00,09:26:18 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150100430,965 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-26T00:00:00,09:30:54 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150100435,33 ARCH ST,Boston,42.35618975485443,-71.05780782317169
2015-02-26T00:00:00,09:43:52 AM,BPD,AB,201,ASSAULT AND BATTERY,P150100463,6 AUSTIN ST,Charlestown,42.37522217836192,-71.06448076577391
2015-02-26T00:00:00,09:44:10 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150101776,190 BOSTON ST,Dorchester,42.32330939331496,-71.0603854780066
2015-02-26T00:00:00,09:45:01 AM,BPD,CD9,201,Station Assignment,P150100467,38 ANNUNCIATION RD,Mission Hill,42.33553521248115,-71.09274656200341
2015-02-26T00:00:00,09:47:22 PM,BPD,UNK,201,UNKNOWN PROBLEM,P150101793,363 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-26T00:00:00,10:06:12 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150100508,950 AMERICAN LEGION HWY,Hyde Park,-26.12547006199958,28.034169923000434
2015-02-26T00:00:00,10:06:33 AM,BPD,CD19,201,Walk and Talk,P150100506,5 AUSTIN ST,Charlestown,42.37528076020004,-71.06477451942771
2015-02-26T00:00:00,10:08:08 AM,BPD,VAND,201,VANDALISM,P150100509,6 BROWN TER,Jamaica Plain,42.311868387317304,-71.11356674061176
2015-02-26T00:00:00,10:08:36 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150101808,25 ATHERTON ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-02-26T00:00:00,10:08:52 PM,BPD,CD7,201,Escort Duty,P150101804,364 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-26T00:00:00,10:30:11 PM,BPD,DISTRB,201,DISTURBANCE,P150101833,56 BOWDOIN AVE,Dorchester,42.30117405963625,-71.07460463549472
2015-02-26T00:00:00,10:30:11 PM,BPD,UNK,201,UNKNOWN PROBLEM,P150101833,56 BOWDOIN AVE,Dorchester,42.30117405963625,-71.07460463549472
2015-02-26T00:00:00,10:33:25 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150100549,33 ARCH ST,Boston,42.35618975485443,-71.05780782317169
2015-02-26T00:00:00,10:36:31 AM,BPD,AOD,201,ASSIST OUTSIDE DEPARTMENT,P150100553,76 ANNUNCIATION RD,Mission Hill,42.33474260488839,-71.09376756771826
2015-02-26T00:00:00,10:36:31 AM,BPD,ARREST,201,ARREST REPORT,P150100553,76 ANNUNCIATION RD,Mission Hill,42.33474260488839,-71.09376756771826
2015-02-26T00:00:00,10:36:31 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150100553,76 ANNUNCIATION RD,Mission Hill,42.33474260488839,-71.09376756771826
2015-02-26T00:00:00,10:47:19 PM,BPD,UNCONS,201,UNCONSCIOUS PERSON   (E) (F) (P),P150101849,750 ATLANTIC AVE,Boston,42.350086468916516,-71.05673718117515
2015-02-26T00:00:00,10:53:10 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150100584,18 ARGYLE ST,Dorchester,42.28904398948964,-71.06592103992324
2015-02-26T00:00:00,10:53:55 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150101856,363 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-26T00:00:00,11:03:22 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150100600,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-02-26T00:00:00,11:11:03 PM,BPD,REQP,201,Request BPD Response,P150101872,363 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-26T00:00:00,11:11:09 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150100618,63-R BOSTON ST,Dorchester,42.32637061001674,-71.05939286838537
2015-02-26T00:00:00,11:13:46 AM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150100623,312 BORDER ST,East Boston,42.37841984290253,-71.04003515110054
2015-02-26T00:00:00,11:17:43 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150101877,24 BELLFLOWER ST,Dorchester,42.32456307612614,-71.05861787761216
2015-02-26T00:00:00,11:18:50 AM,BPD,ALARM,201,ALARM,P150100632,128 BENNINGTON ST,East Boston,42.37668539151872,-71.03435082243169
2015-02-26T00:00:00,11:28:12 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150101894,24 BELLFLOWER ST,Dorchester,42.32456307612614,-71.05861787761216
2015-02-26T00:00:00,11:28:50 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150100651,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-02-26T00:00:00,11:30:17 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150101898,37 BLAKEVILLE ST,Dorchester,42.305195522956126,-71.07116046498265
2015-02-26T00:00:00,11:36:14 PM,BPD,ARREST,201,ARREST REPORT,P150101902,17 CARSON ST,Dorchester,42.31927314693928,-71.05440768796359
2015-02-26T00:00:00,11:48:33 AM,BPD,SS,201,SUSPECT STOP,P150100685,32 BOYLSTON ST,Boston,42.318263687620174,-71.10901166275721
2015-02-26T00:00:00,11:50:17 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150100692,35 BENNINGTON ST,East Boston,42.37534298339307,-71.03758988636332
2015-02-26T00:00:00,11:50:50 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150101912,907 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-26T00:00:00,11:52:21 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150100695,12 CALDER ST,Mattapan,55.85124987400047,-3.5720299079995925
2015-02-26T00:00:00,12:13:13 AM,BPD,ALARM,201,ALARM,P150099992,170 BLUE HILL AVE,Roxbury,42.31891919986231,-71.07772386206574
2015-02-26T00:00:00,12:19:37 AM,BPD,CD19,201,Walk and Talk,P150100741,50 BICKFORD ST,Jamaica Plain,42.32400946336713,-71.10195173288537
2015-02-26T00:00:00,12:29:47 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150100756,501 BOYLSTON ST,Boston,42.350776065464174,-71.07492647677469
2015-02-26T00:00:00,12:35:18 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150100013,50 BROOKLEY RD,Jamaica Plain,42.303714841367935,-71.10714507398518
2015-02-26T00:00:00,12:36:32 AM,BPD,CD19,201,Walk and Talk,P150100011,27 BELLE AVE,Roxbury,42.27236816655875,-71.16566601087686
2015-02-26T00:00:00,12:37:02 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150100765,33 BENNINGTON ST,East Boston,42.375319879809695,-71.03765717184018
2015-02-26T00:00:00,12:40:18 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150100768,134 BEACON ST,Boston,42.35478627556728,-71.07501830475013
2015-02-26T00:00:00,12:41:54 AM,BPD,ALARM,201,ALARM,P150100775,535 BOYLSTON ST,Boston,42.35062653878481,-71.07544810604446
2015-02-26T00:00:00,12:42:57 AM,BPD,CD11,201,Warrant Service,P150100769,1222 BLUE HILL AVE,Mattapan,42.28255894673907,-71.09188655831719
2015-02-26T00:00:00,12:43:56 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150100772,1 MILDRED AVE,Mattapan,42.275542070111555,-71.09223262283643
2015-02-27T00:00:00,01:11:26 AM,BPD,CD19,201,Walk and Talk,P150102005,50 BICKFORD ST,Jamaica Plain,42.32400946336713,-71.10195173288537
2015-02-27T00:00:00,01:13:02 PM,BPD,EDP,201,EMOTIONALLY DISTURBED PERSON,P150102811,31 ATHELWOLD ST,Dorchester,42.296016446802696,-71.07738624397916
2015-02-27T00:00:00,01:16:32 PM,BPD,LOCKOUT,201,LOCKOUT LOCKIN,P150102821,82 CAROLINA AVE,Jamaica Plain,42.30790684222808,-71.11244211321213
2015-02-27T00:00:00,01:24:32 AM,BPD,ALARM,201,ALARM,P150102012,469 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-27T00:00:00,01:32:55 PM,BPD,INVEST,201,INVESTIGATION,P150102839,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-02-27T00:00:00,01:39:21 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150102032,273 BERKELEY ST,South End,51.69318015900046,-2.459559780999598
2015-02-27T00:00:00,01:57:10 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150102880,120 BOYLSTON ST,Boston,42.31694649288744,-71.10383111181557
2015-02-27T00:00:00,02:09:25 AM,BPD,TS,201,TRAFFIC STOP,P150102055,500 BOYLSTON ST,Boston,42.35083279649746,-71.07450323513535
2015-02-27T00:00:00,02:10:21 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150102900,207 AMORY ST,Jamaica Plain,42.31679845638473,-71.10291421521805
2015-02-27T00:00:00,02:13:58 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150102913,100 ARCH ST,Boston,42.35491882034836,-71.05848500188051
2015-02-27T00:00:00,02:21:57 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150102921,156 BUNKER HILL ST,Charlestown,42.37834237260353,-71.06084984744172
2015-02-27T00:00:00,02:27:27 AM,BPD,FIGHT,201,FIGHT,P150102067,1556 BLUE HILL AVE,Mattapan,42.27026064311531,-71.09355391038383
2015-02-27T00:00:00,02:32:02 PM,BPD,POISON,201,POISONING / OVERDOSE,P150102937,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-02-27T00:00:00,02:37:11 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150102947,1313 BOYLSTON ST,Fenway/Kenmore,52.3827916080005,5.1983644960004085
2015-02-27T00:00:00,02:40:32 AM,BPD,AB,201,ASSAULT AND BATTERY,P150102072,55 BROMFIELD ST,Boston,42.356945652121226,-71.06069889893422
2015-02-27T00:00:00,02:41:37 PM,BPD,LARCENY,201,LARCENY,P150102954,20 CEDAR ST,Charlestown,42.37687581217011,-71.06200555720989
2015-02-27T00:00:00,02:42:52 PM,BPD,CD24,201,209A Service,P150102955,418 BORDER ST,East Boston,42.381091763774975,-71.04033246337167
2015-02-27T00:00:00,02:43:57 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150102959,200 BUNKER HILL ST,Charlestown,42.37885283409213,-71.06217036247142
2015-02-27T00:00:00,02:43:57 PM,BPD,LARCENY,201,LARCENY,P150102959,200 BUNKER HILL ST,Charlestown,42.37885283409213,-71.06217036247142
2015-02-27T00:00:00,02:44:41 AM,BPD,SS,201,SUSPECT STOP,P150102075,9 ASTORIA ST,Mattapan,42.28045142329563,-71.08669207148108
2015-02-27T00:00:00,02:46:49 PM,BPD,LARCENY,201,LARCENY,P150102965,20 CEDAR ST,Charlestown,42.37687581217011,-71.06200555720989
2015-02-27T00:00:00,03:06:26 PM,BPD,CD24,201,209A Service,P150102994,1030 BENNINGTON ST,East Boston,42.38716654749925,-71.00535941180658
2015-02-27T00:00:00,03:06:58 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150102998,686 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,03:09:12 PM,BPD,CD8,,School Crossing,P150103000,20 CAROLINA AVE,Jamaica Plain,42.307745960708644,-71.11470648291703
2015-02-27T00:00:00,03:09:32 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150103001,1 BRADFORD ST,South End,51.34834017600048,-2.2517698319995816
2015-02-27T00:00:00,03:18:58 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150103013,736 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,03:28:54 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150103030,42 BRADFORD ST,South End,51.34834017600048,-2.2517698319995816
2015-02-27T00:00:00,03:45:06 PM,BPD,PROP,201,PROPERTY,P150103054,20 CAROLINA AVE,Jamaica Plain,42.307745960708644,-71.11470648291703
2015-02-27T00:00:00,03:52:01 PM,BPD,LANTEN,201,LANDORD TENNANT ISSUE,P150103066,6 CAPEN ST,Dorchester,42.2837319702553,-71.08088802865876
2015-02-27T00:00:00,03:56:52 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150102106,951 BENNINGTON ST,East Boston,42.386043072131145,-71.00857082158535
2015-02-27T00:00:00,03:57:02 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150102104,815 BOYLSTON ST,Boston,42.34875638510022,-71.0823180100673
2015-02-27T00:00:00,04:03:58 AM,BPD,CD19,201,Walk and Talk,P150102115,125 AMORY ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-02-27T00:00:00,04:11:40 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150103091,15 BELLEVUE ST,Roxbury,42.92843797033714,-72.26341633659382
2015-02-27T00:00:00,04:28:18 PM,BPD,EDP,201,EMOTIONALLY DISTURBED PERSON,P150103134,725 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-27T00:00:00,04:41:12 PM,BPD,AOD,201,ASSIST OUTSIDE DEPARTMENT,P150103161,89 BURRELL ST,Roxbury,42.32367351442224,-71.06849062783937
2015-02-27T00:00:00,04:41:12 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150103161,89 BURRELL ST,Roxbury,42.32367351442224,-71.06849062783937
2015-02-27T00:00:00,04:46:21 PM,BPD,ROBBERY,201,ROBBERY,P150103171,551 BOYLSTON ST,Boston,42.35050670142425,-71.07589749547225
2015-02-27T00:00:00,04:57:46 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150103196,480-516 ATLANTIC AVE,Boston,42.35434241876868,-71.05212576978761
2015-02-27T00:00:00,05:00:00 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150103200,500 ATLANTIC AVE,Boston,42.35420322170239,-71.052397860572
2015-02-27T00:00:00,05:02:07 PM,BPD,CD19,201,Walk and Talk,P150103202,300 BORDER ST,East Boston,42.37812220147953,-71.04001172106325
2015-02-27T00:00:00,05:07:19 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150103215,1 BEACON ST,Boston,42.35804608146259,-71.06056292953474
2015-02-27T00:00:00,05:20:31 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150103232,15 BEECHER ST,Jamaica Plain,42.3183107950083,-71.10714276902274
2015-02-27T00:00:00,05:23:53 PM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150103233,829 BOYLSTON ST,Boston,42.34869646686957,-71.08255653275694
2015-02-27T00:00:00,05:35:07 PM,BPD,ALARM,201,ALARM,P150103260,1 ASHEVILLE RD,Hyde Park,42.26739376631036,-71.12924699155462
2015-02-27T00:00:00,05:38:43 PM,BPD,PSHOT,201,PERSON SHOT   (P) (E),P150103265,524 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-27T00:00:00,05:38:43 PM,BPD,SHOTS,201,SHOTS FIRED,P150103265,524 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-27T00:00:00,05:39:08 PM,BPD,CD19RA,201,Walk and Talk RA,P150103264,177 BUNKER HILL ST,Charlestown,42.37859996991375,-71.06137849951733
2015-02-27T00:00:00,05:39:35 PM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150103270,204 BOSTON ST,Dorchester,42.32258393540138,-71.06089031153783
2015-02-27T00:00:00,05:40:57 PM,BPD,ARMROB,201,ARMED ROBBERY,P150103273,1600 BLUE HILL AVE,Mattapan,42.26919708687717,-71.09362304666547
2015-02-27T00:00:00,05:40:57 PM,BPD,ROBBERY,201,ROBBERY,P150103273,1600 BLUE HILL AVE,Mattapan,42.26919708687717,-71.09362304666547
2015-02-27T00:00:00,05:46:34 PM,BPD,INVEST,201,INVESTIGATION,P150103281,551 BOYLSTON ST,Boston,42.35050670142425,-71.07589749547225
2015-02-27T00:00:00,05:48:45 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150103290,10 BENNINGTON ST,East Boston,42.375105613634275,-71.03830199653908
2015-02-27T00:00:00,05:50:45 PM,BPD,ALARM,201,ALARM,P150103294,858 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,05:53:47 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150103297,27 BURLINGTON AVE,Fenway/Kenmore,52.6980201610005,-2.3324499289995515
2015-02-27T00:00:00,05:53:54 PM,BPD,INVEST,201,INVESTIGATION,P150103302,651 BOYLSTON ST,Boston,42.34982685532623,-71.07838757702427
2015-02-27T00:00:00,06:00:06 AM,BPD,ALARM,201,ALARM,P150102175,170 BLUE HILL AVE,Roxbury,42.31891919986231,-71.07772386206574
2015-02-27T00:00:00,06:16:51 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150103338,222 BERKELEY ST,Boston,42.35073370110052,-71.07286123315856
2015-02-27T00:00:00,06:18:01 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150103339,900 BOYLSTON ST,Boston,42.34807308200823,-71.08461220308988
2015-02-27T00:00:00,06:27:13 PM,BPD,DISTRB,201,DISTURBANCE,P150103362,17 CATAWBA ST,Roxbury,42.31990670493161,-71.0833930893188
2015-02-27T00:00:00,06:28:38 PM,BPD,LARCENY,201,LARCENY,P150103365,815 BOYLSTON ST,Boston,42.34875638510022,-71.0823180100673
2015-02-27T00:00:00,06:39:59 PM,BPD,FIGHT,201,FIGHT,P150103398,323 BOWDOIN ST,Dorchester,42.308106653600305,-71.06452150236464
2015-02-27T00:00:00,06:40:09 PM,BPD,VIORDR,201,VIOLATION OF THE RESTRAINING ORDER,P150103399,1500 BLUE HILL AVE,Mattapan,42.27270808960776,-71.09352395036922
2015-02-27T00:00:00,06:44:06 PM,BPD,INVEST,201,INVESTIGATION,P150103401,278 BOWDOIN ST,Dorchester,42.30708350480103,-71.06615159012296
2015-02-27T00:00:00,06:45:33 AM,BPD,LARCENY,201,LARCENY,P150102202,86 ANNUNCIATION RD,Mission Hill,42.334898764067816,-71.09418557170596
2015-02-27T00:00:00,06:45:33 AM,BPD,UNK,201,UNKNOWN PROBLEM,P150102202,86 ANNUNCIATION RD,Mission Hill,42.334898764067816,-71.09418557170596
2015-02-27T00:00:00,07:00:32 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150103424,650 AMERICAN LEGION HWY,Roslindale,42.284652277082046,-71.1115428127498
2015-02-27T00:00:00,07:00:33 PM,BPD,ASLTIP,201,ASSAULT IN PROGRESS,P150103429,682 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,07:00:33 PM,BPD,DISTRB,201,DISTURBANCE,P150103429,682 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,07:00:44 AM,BPD,BE,201,BREAKING AND ENTERING,P150102215,761 ADAMS ST,Dorchester,42.28398892904693,-71.05557585334213
2015-02-27T00:00:00,07:00:44 AM,BPD,VAND,201,VANDALISM,P150102215,761 ADAMS ST,Dorchester,42.28398892904693,-71.05557585334213
2015-02-27T00:00:00,07:17:43 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150103454,199 BEECH ST,Roslindale,42.281983958893704,-71.14281626206002
2015-02-27T00:00:00,07:20:59 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150103462,72 AMERICAN LEGION HWY,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,07:21:12 PM,BPD,LANTEN,201,LANDORD TENNANT ISSUE,P150103463,6 CAPEN ST,Dorchester,42.2837319702553,-71.08088802865876
2015-02-27T00:00:00,07:22:18 PM,BPD,FIGHT,201,FIGHT,P150103465,22 AUSTIN ST,Charlestown,42.37501227839505,-71.06517205664426
2015-02-27T00:00:00,07:25:03 PM,BPD,DISTRB,201,DISTURBANCE,P150103472,11 CALDER ST,Mattapan,55.85124987400047,-3.5720299079995925
2015-02-27T00:00:00,07:25:46 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150103471,1631 BLUE HILL AVE,Mattapan,42.268386280603465,-71.09384927022683
2015-02-27T00:00:00,07:27:46 PM,BPD,CD16,201,Tagging,P150103476,500 BENNINGTON ST,East Boston,42.3816242253788,-71.02114985398174
2015-02-27T00:00:00,07:28:19 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150103495,94 BRUNSWICK ST,Roxbury,44.80939086900048,-65.16763099999963
2015-02-27T00:00:00,07:29:37 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150103483,32 ASPINWALL RD,Dorchester,42.29151217704646,-71.07355490723239
2015-02-27T00:00:00,07:30:03 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150102234,167 BLUE HILL AVE,Roxbury,42.31896356611679,-71.07779294169006
2015-02-27T00:00:00,07:36:41 AM,BPD,UNK,201,UNKNOWN PROBLEM,P150102238,86 ANNUNCIATION RD,Mission Hill,42.334898764067816,-71.09418557170596
2015-02-27T00:00:00,07:38:55 AM,BPD,CD11,201,Warrant Service,P150102240,1222 BLUE HILL AVE,Mattapan,42.28255894673907,-71.09188655831719
2015-02-27T00:00:00,07:51:49 AM,BPD,CD8,,School Crossing,P150102261,50 BUNKER HILL ST,Charlestown,42.376730569861024,-71.05699093298438
2015-02-27T00:00:00,07:56:00 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150102275,51 BYNNER ST,Jamaica Plain,42.32362627123655,-71.11068488379954
2015-02-27T00:00:00,07:57:42 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150103531,15 ABBOT ST,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,07:58:25 AM,BPD,AB,201,ASSAULT AND BATTERY,P150102279,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-02-27T00:00:00,07:58:57 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150102286,191 BUNKER HILL ST,Charlestown,42.3787109228719,-71.06166618544529
2015-02-27T00:00:00,08:03:25 PM,BPD,DISTRB,201,DISTURBANCE,P150103539,911 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-27T00:00:00,08:05:12 AM,BPD,UNK,201,UNKNOWN PROBLEM,P150102306,9 ASTORIA ST,Mattapan,42.28045142329563,-71.08669207148108
2015-02-27T00:00:00,08:10:58 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150102317,86 ANNUNCIATION RD,Mission Hill,42.334898764067816,-71.09418557170596
2015-02-27T00:00:00,08:15:33 AM,BPD,ALARM,201,ALARM,P150102323,71 BRIMMER ST,Boston,42.35618514582893,-71.0715326521094
2015-02-27T00:00:00,08:20:45 AM,BPD,CD19,201,Walk and Talk,P150102330,5 ALLSTATE RD,Dorchester,42.32542351418493,-71.06381760839508
2015-02-27T00:00:00,08:35:31 AM,BPD,TS,201,TRAFFIC STOP,P150102345,347 BOWDOIN ST,Dorchester,42.309028012633746,-71.0640462772131
2015-02-27T00:00:00,08:40:05 PM,BPD,CD19,201,Walk and Talk,P150103593,1631 BLUE HILL AVE,Mattapan,42.268386280603465,-71.09384927022683
2015-02-27T00:00:00,08:41:42 AM,BPD,ALARM,201,ALARM,P150102352,1591 BLUE HILL AVE,Mattapan,42.26945164537824,-71.09381299427343
2015-02-27T00:00:00,08:44:35 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150102356,520 ALBANY ST,South End,-33.969619980999596,25.625989797000443
