Start Calendar Date,Start Standard Time,Cad Agency Identifier,Measure By Cad Event Type Cad Event Type Code,Cad Event Type Case Number,Cad Event Type,Cad Event Number,Udo Event Location Full Street Address,Udosam Neighborhood,Latitude,Longitude
2015-03-01T00:00:00,11:05:56 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150106244,460 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-03-01T00:00:00,11:10:11 AM,BPD,ADMRPT,201,ADMIN REPORT,P150106248,3 AVON PL,Charlestown,42.379472761060185,-71.06460167692501
2015-03-01T00:00:00,11:18:15 AM,BPD,ALARM,201,ALARM,P150106261,20 APPLETON ST,South End,53.35471023400049,-2.568479980999598
2015-03-01T00:00:00,11:22:15 AM,BPD,CD19,201,Walk and Talk,P150106263,177 BUNKER HILL ST,Charlestown,42.37859996991375,-71.06137849951733
2015-03-01T00:00:00,11:29:01 AM,BPD,TS,201,TRAFFIC STOP,P150106277,650 AMERICAN LEGION HWY,Roslindale,42.284652277082046,-71.1115428127498
2015-03-01T00:00:00,11:30:52 AM,BPD,BE,201,BREAKING AND ENTERING,P150106279,80 BERKELEY ST,South End,51.69318015900046,-2.459559780999598
2015-03-01T00:00:00,11:37:01 PM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150107191,1 COLBERG AVE,Roslindale,42.2858521687437,-71.14073985066278
2015-03-01T00:00:00,11:37:41 PM,BPD,DISTRB,201,DISTURBANCE,P150107189,907-909 BOYLSTON ST,Boston,42.34827847187506,-71.08410928151733
2015-03-01T00:00:00,12:01:06 AM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150106315,2 BROWNSON TER,Roxbury,44.80939086900048,-65.16763099999963
2015-03-01T00:00:00,12:03:38 AM,BPD,ALARM,201,ALARM,P150105579,4 CASSNET ST,Dorchester,42.30147595755051,-71.05672352676851
2015-03-01T00:00:00,12:06:29 AM,BPD,DISTRB,201,DISTURBANCE,P150105588,52 ALLEGHANY ST,Mission Hill,42.33053304836261,-71.09957227783752
2015-03-01T00:00:00,12:06:29 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150105588,52 ALLEGHANY ST,Mission Hill,42.33053304836261,-71.09957227783752
2015-03-01T00:00:00,12:09:08 AM,BPD,BE,201,BREAKING AND ENTERING,P150106326,473 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-03-01T00:00:00,12:12:09 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106330,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-03-01T00:00:00,12:15:09 AM,BPD,ALARM,201,ALARM,P150105605,730 ATLANTIC AVE,Boston,42.35026101563449,-71.05664477493559
2015-03-01T00:00:00,12:16:12 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150106345,71 BLAKE ST,Hyde Park,42.26682799561661,-71.10646753195022
2015-03-01T00:00:00,12:16:13 AM,BPD,CD19,201,Walk and Talk,P150105604,284 AMORY ST,Jamaica Plain,42.31462989325604,-71.10462295048796
2015-03-01T00:00:00,12:23:13 AM,BPD,VAND,201,VANDALISM,P150105620,76 ANNUNCIATION RD,Mission Hill,42.33474260488839,-71.09376756771826
2015-03-01T00:00:00,12:24:19 AM,BPD,DISTRB,201,DISTURBANCE,P150105619,94 BENNINGTON ST,East Boston,42.37634546846971,-71.03525997316842
2015-03-01T00:00:00,12:24:19 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150105619,94 BENNINGTON ST,East Boston,42.37634546846971,-71.03525997316842
2015-03-01T00:00:00,12:34:43 AM,BPD,CD19,201,Walk and Talk,P150106363,165 ALLANDALE ST,Jamaica Plain,42.301776703433234,-71.13441612740155
2015-03-01T00:00:00,12:35:34 AM,BPD,DISTRB,201,DISTURBANCE,P150105637,445 ADAMS ST,Dorchester,42.2942580644592,-71.05674887685836
2015-03-01T00:00:00,12:36:53 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106373,9 BOWDOIN ST,Boston,42.36099937951883,-71.0629274117698
2015-03-01T00:00:00,12:44:34 AM,BPD,DISTRB,201,DISTURBANCE,P150105648,449 ASHMONT ST,Dorchester,42.28842290959068,-71.05458258631649
2015-03-01T00:00:00,12:50:10 AM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150105656,248 BOWDOIN ST,Dorchester,42.30634204345165,-71.06696155013464
2015-03-01T00:00:00,12:51:51 AM,BPD,CD19,201,Walk and Talk,P150105662,600 AMERICAN LEGION HWY,Roslindale,42.28599389920021,-71.1094058508985
2015-03-01T00:00:00,12:52:17 AM,BPD,REQEP,201,Request EMS and BPD Response,P150105666,116 BOYLSTON ST,Boston,42.316990020973776,-71.104003227666
2015-03-01T00:00:00,12:52:42 AM,BPD,SS,201,SUSPECT STOP,P150105665,98 CALUMET ST,Mission Hill,42.331415696078636,-71.10328953918008
2015-03-01T00:00:00,12:53:02 AM,BPD,CD19,201,Walk and Talk,P150105667,600 AMERICAN LEGION HWY,Roslindale,42.28599389920021,-71.1094058508985
2015-03-01T00:00:00,12:53:47 AM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150106389,86 ANNUNCIATION RD,Mission Hill,42.334898764067816,-71.09418557170596
2015-03-02T00:00:00,12:08:11 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150107219,74 ALEXANDER ST,Roxbury,40.85544027634876,-74.67069406667702
2015-03-02T00:00:00,12:19:23 AM,BPD,FIGHT,201,FIGHT,P150107223,510 ATLANTIC AVE,Boston,42.35411686070563,-71.05256401211864
